****** PREMISSAS **********;;;;;;;;;;;;;;;;;;;
cod_premissa;descr;obs;segm_tipo_clb  ;classe;subClasse;formato;decimais;seqApresent;flag_desp_recorr_func ;descr_desp_recorr;obs_desp_recorr ;ano_versao_ini;ano_versao_fim;entidade_segm  ;;;;;
2014;VP0;i;*;vt_custo_func;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;*;vt_custo_func;6;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;*;vt_custo_func;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;almoco;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ass_med;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_analista;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_coord;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_dir;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_ger;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_modem3g;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;cel_nextel;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;dissidio;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;enc_prov_13;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;enc_prov_ferias;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;fgts;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;fgts;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2015;VP0;a;SUL_PA;ass_med;1;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;ass_med;3;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;ass_med;4;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;ass_med;5;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;ass_med;6;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;ass_med;7;s;0;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48;168.48
2015;VP0;a;SUL_PA;vr;1;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;2;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;3;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;4;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;5;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;6;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;SUL_PA;vr;7;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2015;VP0;a;*;fgts;6;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2014;VP0;i;CCP;prov_13;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;prov_ferias;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;seg_vida;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;tel_ramal;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_bi;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_comunicator;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_micro;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_project;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_pwsati;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_sap;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_viabil;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_visio;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;ti_xrt;*;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;vr;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CCP;vt_custo_func;1;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CY_A_MEND;dissidio;*;s;0;8.5;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CY_A_MEND;mes_merito;*;s;0;1;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;CY_A_MEND;tel_ramal;*;s;0;65;65;65;65;65;65;65;65;65;65;65;65
2014;VP0;i;CY_A_MEND;vr;1;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;2;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;3;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;4;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;5;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;6;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;CY_A_MEND;vr;7;s;0;396;396;396;396;396;396;396;396;396;396;396;396
2014;VP0;i;NORTE;dissidio;*;n;0;0;0;0;0;0;0;0;8.5;0;0;0;0
2014;VP0;i;NORTE;mes_merito;*;n;0;0;0;0;0;0;0;0;1;0;0;0;0
2014;VP0;i;NORTE;vr;1;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;2;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;3;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;4;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;5;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;6;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;NORTE;vr;7;s;0;459;459;459;459;459;459;459;459;459;459;459;459
2014;VP0;i;RJ;dissidio;*;s;0;0;0;8.5;0;0;0;0;0;0;0;0;0
2014;VP0;i;RJ;mes_merito;*;s;0;0;0;1;0;0;0;0;0;0;0;0;0
2014;VP0;i;RJ;vr;1;s;0;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000
2014;VP0;i;RJ;vr;2;s;0;242;242;242;242;242;242;242;242;242;242;242;242
2014;VP0;i;RJ;vr;3;s;0;484;484;484;484;484;484;484;484;484;484;484;484
2014;VP0;i;RJ;vr;4;s;0;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000
2014;VP0;i;RJ;vr;5;s;0;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000
2014;VP0;i;RJ;vr;6;s;0;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000
2014;VP0;i;RJ;vr;7;s;0;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000;6.491.800.000.000.000
2014;VP0;i;SELL_CUR;ass_med;1;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;2;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;3;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;4;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;5;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;6;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;ass_med;7;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_CUR;vr;1;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;2;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;3;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;4;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;5;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;6;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_CUR;vr;7;s;0;561;561;561;561;561;561;561;561;561;561;561;561
2014;VP0;i;SELL_PA_FL;ass_med;1;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;2;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;3;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;4;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;5;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;6;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;ass_med;7;s;0;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000;14.542.000.000.000.000
2014;VP0;i;SELL_PA_FL;dissidio;*;s;0;0;0;0;0;0;8.5;0;0;0;0;0;0
2014;VP0;i;SELL_PA_FL;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2014;VP0;i;SELL_PA_FL;vr;1;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;2;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;3;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;4;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;5;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;6;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SELL_PA_FL;vr;7;s;0;352;352;352;352;352;352;352;352;352;352;352;352
2014;VP0;i;SUL_CUR;ass_med;1;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;2;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;3;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;4;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;5;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;6;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;ass_med;7;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;8.5;0;0;0;0;0;0
2014;VP0;i;SUL_CUR;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2014;VP0;i;SUL_CUR;vr;1;s;0;529;529;529;529;529;529;529;529;529;529;529;529
2014;VP0;i;SUL_CUR;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;SUL_CUR;vr;3;s;0;603;603;603;603;603;603;603;603;603;603;603;603
2014;VP0;i;SUL_CUR;vr;4;s;0;529;529;529;529;529;529;529;529;529;529;529;529
2014;VP0;i;SUL_CUR;vr;5;s;0;529;529;529;529;529;529;529;529;529;529;529;529
2014;VP0;i;SUL_CUR;vr;6;s;0;529;529;529;529;529;529;529;529;529;529;529;529
2014;VP0;i;SUL_CUR;vr;7;s;0;529;529;529;529;529;529;529;529;529;529;529;529
2014;VP0;i;SUL_FL;ass_med;1;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;2;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;3;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;4;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;5;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;6;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;ass_med;7;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_FL;vr;1;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_FL;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;SUL_FL;vr;3;s;0;506;506;506;506;506;506;506;506;506;506;506;506
2014;VP0;i;SUL_FL;vr;4;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_FL;vr;5;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_FL;vr;6;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_FL;vr;7;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_PA;ass_med;1;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;2;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;3;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;4;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;5;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;6;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;ass_med;7;s;0;159;159;159;159;159;159;159;159;159;159;159;159
2014;VP0;i;SUL_PA;dissidio;*;s;0;0;0;0;0;0;8.5;0;0;0;0;0;0
2014;VP0;i;SUL_PA;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2014;VP0;i;SUL_PA;vr;1;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_PA;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;i;SUL_PA;vr;3;s;0;506;506;506;506;506;506;506;506;506;506;506;506
2014;VP0;i;SUL_PA;vr;4;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_PA;vr;5;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_PA;vr;6;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;i;SUL_PA;vr;7;s;0;405;405;405;405;405;405;405;405;405;405;405;405
2014;VP0;e;*;almoco;*;s;0;60;60;60;60;60;60;60;60;60;60;60;60
2014;VP0;e;*;ass_med;1;s;0;156;156;156;156;156;156;156;156;156;156;156;156
2014;VP0;e;*;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;ass_med;3;s;0;156;156;156;156;156;156;156;156;156;156;156;156
2014;VP0;e;*;ass_med;4;s;0;156;156;156;156;156;156;156;156;156;156;156;156
2014;VP0;e;*;ass_med;5;s;0;720;720;720;720;720;720;720;720;720;720;720;720
2014;VP0;e;*;ass_med;6;s;0;720;720;720;720;720;720;720;720;720;720;720;720
2014;VP0;e;*;ass_med;7;s;0;720;720;720;720;720;720;720;720;720;720;720;720
2014;VP0;e;*;cel_analista;*;s;0;160;160;160;160;160;160;160;160;160;160;160;160
2014;VP0;e;*;cel_coord;*;s;0;160;160;160;160;160;160;160;160;160;160;160;160
2014;VP0;e;*;cel_dir;*;s;0;360;360;360;360;360;360;360;360;360;360;360;360
2014;VP0;e;*;cel_ger;*;s;0;260;260;260;260;260;260;260;260;260;260;260;260
2014;VP0;e;*;cel_modem3g;*;s;0;35.96;35.96;35.96;35.96;35.96;35.96;35.96;35.96;35.96;35.96;35.96;35.96
2014;VP0;e;*;cel_nextel;*;s;0;79.4;79.4;79.4;79.4;79.4;79.4;79.4;79.4;79.4;79.4;79.4;79.4
2014;VP0;e;*;dissidio;*;s;0;0;0;0;0;8.5;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_13;1;s;0;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165
2014;VP0;e;*;enc_prov_13;2;s;0;2.666;2.666;2.666;2.666;2.666;2.666;2.666;2.666;2.666;2.666;2.666;2.666
2014;VP0;e;*;enc_prov_13;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_13;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_13;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_13;6;s;0;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165;3.165
2014;VP0;e;*;enc_prov_13;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_ferias;1;s;0;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222
2014;VP0;e;*;enc_prov_ferias;2;s;0;3.555;3.555;3.555;3.555;3.555;3.555;3.555;3.555;3.555;3.555;3.555;3.555
2014;VP0;e;*;enc_prov_ferias;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_ferias;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_ferias;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;enc_prov_ferias;6;s;0;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222;4.222
2014;VP0;e;*;enc_prov_ferias;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;fgts;1;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2014;VP0;e;*;fgts;2;s;0;2;2;2;2;2;2;2;2;2;2;2;2
2014;VP0;e;*;fgts;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;fgts;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;fgts;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;fgts;6;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2014;VP0;e;*;fgts;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;inss;1;s;0;30;30;30;30;30;30;30;30;30;30;30;30
2014;VP0;e;*;inss;2;s;0;30;30;30;30;30;30;30;30;30;30;30;30
2014;VP0;e;*;inss;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;inss;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;inss;5;s;0;20;20;20;20;20;20;20;20;20;20;20;20
2014;VP0;e;*;inss;6;s;0;30;30;30;30;30;30;30;30;30;30;30;30
2014;VP0;e;*;inss;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;mes_merito;*;s;0;0;0;0;0;1;0;0;0;0;0;0;0
2014;VP0;e;*;prov_13;1;s;0;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33
2014;VP0;e;*;prov_13;2;s;0;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33
2014;VP0;e;*;prov_13;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_13;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_13;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_13;6;s;0;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33
2014;VP0;e;*;prov_13;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_ferias;1;s;0;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11
2014;VP0;e;*;prov_ferias;2;s;0;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11
2014;VP0;e;*;prov_ferias;3;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_ferias;4;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_ferias;5;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;prov_ferias;6;s;0;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11;11.11
2014;VP0;e;*;prov_ferias;7;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;VP0;e;*;seg_vida;*;s;0;0.323;0.323;0.323;0.323;0.323;0.323;0.323;0.323;0.323;0.323;0.323;0.323
2014;VP0;e;*;tel_ramal;*;s;0;85;85;85;85;85;85;85;85;85;85;85;85
2014;VP0;e;*;ti_bi;*;s;0;725.75;725.75;725.75;725.75;725.75;725.75;725.75;725.75;725.75;725.75;725.75;725.75
2014;VP0;e;*;ti_comunicator;*;s;0;30;30;30;30;30;30;30;30;30;30;30;30
2014;VP0;e;*;ti_micro;*;s;0;100;100;100;100;100;100;100;100;100;100;100;100
2014;VP0;e;*;ti_project;*;s;0;73.33;73.33;73.33;73.33;73.33;73.33;73.33;73.33;73.33;73.33;73.33;73.33
2014;VP0;e;*;ti_pwsati;*;s;0;244.08;244.08;244.08;244.08;244.08;244.08;244.08;244.08;244.08;244.08;244.08;244.08
2014;VP0;e;*;ti_sap;*;s;0;366.67;366.67;366.67;366.67;366.67;366.67;366.67;366.67;366.67;366.67;366.67;366.67
2014;VP0;e;*;ti_viabil;*;s;0;127.5;127.5;127.5;127.5;127.5;127.5;127.5;127.5;127.5;127.5;127.5;127.5
2014;VP0;e;*;ti_visio;*;s;0;64.58;64.58;64.58;64.58;64.58;64.58;64.58;64.58;64.58;64.58;64.58;64.58
2014;VP0;e;*;ti_xrt;*;s;0;290.58;290.58;290.58;290.58;290.58;290.58;290.58;290.58;290.58;290.58;290.58;290.58
