;ano;cod_ccusto;cod_classe_custo;cod_sub_classe_custo;obs_valor;valor_m01;valor_m02;valor_m03;valor_m04;valor_m05;valor_m06;valor_m07;valor_m08;valor_m09;valor_m10;valor_m11;valor_m12
;2023;C0219SLAES;5200501001;00;;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000
;2023;C0219RJTC2;5200504020;30;Sustentação Mobi - rateio SP;2460;2460;2460;2460;2460;2460;2460;2460;2460;2460;2460;2460
;2023;C0219SLAES;5200501003;00;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C0219SLAES;5200502007;00;;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000
;2023;C0219SLAES;5200503004;30;Feira Livre e Pilão;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000
;2023;C0042COREB;5200502005;00;Materiais e filmes de divulgação PPR;0;0;30000;0;0;0;0;0;0;0;0;0
;2023;C3228CORHU;5200209001;00;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0219SLAES;5200505002;00;;200000;0;0;0;0;0;0;0;0;0;0;0
;2023;C2216CORHU;5200209001;00;;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100
;2023;C0221CORHU;5200209001;00;;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000
;2023;C0221CORHU;5200504012;30;Evento de fechamento/formatura dos jovens aprendizes e estagiários.;0;0;0;0;0;0;0;0;0;0;0;20000
;2023;C0219RJTC2;5200504020;31;Sustentação Portal Cia - rateio SP;2810;2810;2810;2810;2810;2810;2810;2810;2810;2810;2810;2810
;2023;C0219RJTC2;5200504020;32;Sustentação Conexão Seller - rateio SP;8560;8560;8560;8560;8560;8560;8560;8560;8560;8560;8560;8560
;2023;C0219RJTC2;5200504020;33;Repositório de documentos - rateio cyrela;1627;1627;1627;1627;1627;1627;1627;1627;1627;1627;1627;1627
;2023;C0219RJTC2;5200504020;34;Assinatura eletrônica - rateio Cyrela + 55k referente ao contrato de envelopes adicionais (Rateio regionais);2860;2860;2860;2860;2860;2860;2860;2860;2860;2860;2860;2860
;2023;C0219RJTC2;5200504020;35;Licenças Office 365 - rateio Cyrela;0;0;0;0;0;130375;0;0;0;0;0;0
;2023;C0042COCTB;5200503006;00;;27989;27989;27989;27989;27989;27989;27989;27989;27989;27989;27989;27989
;2023;C0042COCTB;5200503016;00;;0;0;600;0;0;0;0;0;0;0;0;0
;2023;C0219RJTEC;5200502003;30;Telefonia móvel.;726;726;726;726;726;726;726;726;726;726;726;726
;2023;C0219RJTEC;5200502003;31;Telefonia.;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390;1390
;2023;C0219RJTEC;5200502003;32;Roaming Marcel.;28;28;28;28;28;28;28;28;28;28;28;28
;2023;C3216CORHU;5200209001;00;;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000
;2023;C0219RJTEC;5200502003;33;Central telefônica.;2740;2740;2740;2740;2740;2740;3256;3256;3256;3256;3256;3256
;2023;C0219RJTEC;5200502003;34;MPLS Vivo Rateio com a Cyrela.;1410;1410;1480;1480;1480;1480;1480;1480;1480;1480;1480;1480
;2023;C0219RJTEC;5200502003;35;Internet 100 Mb- Rateio Cyrela.;392;392;392;392;392;412;412;412;412;412;412;412
;2023;C0219RJTEC;5200502003;36;Internet 10 Mb - Rateio Cyrela.;269;269;269;269;283;283;283;283;283;283;283;283
;2023;C0219RJTEC;5200502003;37;Internet 10 Mb - Rateio Cyrela.;180;180;180;180;189;189;189;189;189;189;189;189
;2023;C0219RJTEC;5200503005;30;Transporte - Uber.;180;100;100;180;100;100;180;100;100;180;100;100
;2023;C0219RJTEC;5200504020;30;Sustentação Conexão - rateio SP;5540;5540;5540;5540;5540;5540;5540;5540;5540;5540;5540;5540
;2023;C0219RJTEC;5200504020;31;Sustentação Mobi - rateio SP;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;1320
;2023;C0219RJTEC;5200504020;32;Sustentação Portal Cia - rateio SP;3680;3680;3680;3680;3680;3680;3680;3680;3680;3680;3680;3680
;2023;C0219RJTEC;5200504020;33;Repositório de documentos - Rateio SP;1055;1055;1055;1055;1055;1055;1055;1055;1055;1055;1055;1055
;2023;C0219RJTEC;5200504020;34;Assinatura eletrônica - Rateio SP + 55k referente ao contrato de envelopes adicionais (Rateio regionais);1810;1810;1810;1810;1810;1810;1810;1810;1810;1810;1810;1810
;2023;C0219RJTEC;5200504020;35;Office 365 rateio Cyrela;0;0;0;0;0;78466;0;0;0;0;0;0
;2023;C0219EQTIV;5200502003;30;Valor da Linha + serviços/manutenção;5186;5186;5186;5900;5900;5900;5900;5900;5900;5900;5900;5900
;2023;C0219EQTIV;5200502003;31;34 linhas, Roaming 3x900 e 1 aparelho;2288;2188;2188;2188;1288;1288;1288;1288;1288;1288;1288;1288
;2023;C0221COCTB;5200503005;30;Reuniões externas com bancos e abrainc;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0221COCTB;5200504020;30;Uso de sistema para controle de processo pela equipe de contratação;1700;1700;1700;1700;1700;1700;1700;1700;1700;1700;1700;1700
;2023;C3099SPAES;5200503002;30;BrSupply - Materiais de Escritório - R$ 1.200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
;2023;C3099SPAES;5200503004;30;BrSupply - Materiais de copa e cozinha - R$ 1.200\nPilão - Máquina de café - R$ 3.250\nRodrigo Frutas - Frutas p/ Staff - R$ 3.500;7950;7950;7950;7950;7950;7950;7950;7950;7950;7950;7950;7950
;2023;C0304RJSUP;5200504020;30;Rateio entre as regionais;977;977;977;977;977;977;977;977;977;977;977;977
;2023;C0304RJSUP;5200504020;31;Rateio entre as regionais;0;0;8000;0;0;8000;0;0;0;0;0;0
;2023;C0304RJRCL;5200503001;30;Orçamento Viagens;628;627;627;627;627;627;627;627;627;627;627;627
;2023;C0304RJRCL;5200503005;30;Transporte equipe - eventos;475;475;475;475;475;475;475;475;475;475;475;475
;2023;C0304RJRCL;5200504002;30;Contratação Site CALENDRY - Agendamento Entrega de Chaves;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0042EQPDL;5200208006;30;R$ 2400 por pessoas / semestre;0;0;0;12000;0;0;0;0;12000;0;0;0
;2023;C0304RJRCL;5200504019;30;Despesas Loggi - Logística;417;417;417;417;417;417;417;417;417;417;417;417
;2023;C0042EQPDL;5200503001;30;R$ 8400 custo de viagem para gerente + R$ 400 reembolso refeições fora de SP. \nR$ 4400 custo de viagem para coordenador + 400 reembolso refeições fora de SP;0;0;0;8400;0;0;0;0;4400;0;0;0
;2023;C0042EQPDL;5200503002;30;R$ 36 por pessoa/mês;180;180;180;180;180;180;180;180;180;180;180;180
;2023;C3099SPAES;5200503005;30;Conduções, Transporte e Refeições sob H/E;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0304RJPIN;5200503001;30;Orçamento Viagens;253;253;253;253;253;253;253;253;253;253;253;253
;2023;C0304RJPIN;5200503005;30;visitas a obras e reuniões equipe;292;292;292;292;292;292;292;292;292;292;292;292
;2023;C0042COAES;5200504018;00;Prado Chaves - Gestão Guarda Externa Física - R$ 10.500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500
;2023;C0304RJPIN;5200504002;30;ART para aprovação de projetos legais;69;69;69;69;69;69;69;69;69;69;69;69
;2023;C0304RJSUP;5200503001;30;Orçamento Viagens;569;569;569;569;569;569;569;569;569;569;569;569
;2023;C0042EQPDL;5200503005;30;R$ 2400 por pessoa / mês Uber e Táxi;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
;2023;C0042EQPDL;5200504012;30;Evento de confraternização;0;0;1500;0;0;0;0;0;0;0;0;0
;2023;C0042COAES;5200504008;00;Brastemp - Locação de Bebedouros - R$ 512\nCCN - Monitoramento de Temp CPD - R$ 600\nInterface - Sistema de CFTV - R$ 5.579\nSegtrônica - Controladoras e Sistema de Cont de Acesso - R$ 2.441\nOffice Total - Loc de Impressoras - R$ 550 (Campinas)\nRegus - Telefonia, Rede e Serv. Lo - R$ 850 (Telefonia)\nDeskbee - Sistema de Gestão Workplace - R$ 3.870\nLaca - Plataforma Gestão de Ativos - R$ 2.500;16558;16632;16902;16902;16902;16902;16902;16902;16902;16902;16902;17504
;2023;C0304RJCOB;5200503001;30;Possível viagem à SP;127;127;127;127;127;127;127;127;127;127;127;127
;2023;C0304RJCOB;5200503005;30;Possíveis lançamentos e entregas.;165;165;165;165;165;165;165;165;165;165;165;165
;2023;C0304RJCOB;5200504002;30;Acertiva (sistema de pesquisa de endereços), Movile ((sistema de pesquisa de endereços), Option VC1,SERASA, Total IP, unit 4.;950;950;950;950;950;950;950;950;950;950;950;950
;2023;C0304RJCOB;5200504020;30;Usuários do Pipefy: 8 total\n\nbaixapagamento@rjzcyrela.com.br, certidoes-rj@rjzcyrela.com.br, cobranca_afrj@rjzcyrela.com.br, cobranca_pcvrj@rjzcyrela.com.br,  cobranca_prosolutorj@rjzcyrela.com.br,  larissateixeira@rjzcyrela.com.br, liberacaorecursosrj@rjzcyrela.com.br e luiz.maia@rjzcyrela.com.br;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540
;2023;C0042BOIMP;5200502003;30;Fornecedor/Serviço:\nVivo 5.5k\nHostfiber 1.5k\nVogel 6k (será substituído por Hostfiber a partir de abril)\nADSL 500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500
;2023;C0042BOIMP;5200502003;31;BSA Telecom;800;800;800;800;800;800;800;800;800;800;800;800
;2023;C0042SPPRC;5200502005;00;;350;350;350;350;350;350;350;350;350;350;350;350
;2023;C0042SPPRC;5200503003;00;;0;0;1700;0;0;1700;0;0;1500;0;0;0
;2023;C0304EQINP;5200504019;30;Para entregas emergenciais;34;34;34;34;34;34;34;34;34;34;34;34
;2023;C0304EQINP;5200504020;30;SOFTWARE PARA IM;0;0;13200;0;0;0;0;0;0;0;0;0
;2023;C0219EQTIV;5200502003;32;Rateio Infra SP;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433;1433
;2023;C0219EQTIV;5200502003;33;Provedor de internet Escritório FLS\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Cyrela\nR$ 4.650,00 - Vivo Dedicado 450MB - Primário Seller\nR$ 2.896,73 – Level 3 Dedicado 150MB - Visitantes e contingência principal\nR$ 439,99 - Vivo ADSL 600MB - Visitantes e contingência secundária\n\nTotal R$ 12.636,72\nTotal Cyrela R$ 6.318,36 + 15%\nTotal Seller R$ 6.318,36 + 15%;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267;7267
;2023;C0219EQTIV;5200502003;34;Rateio Cyrela R$2.017,00;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009
;2023;C0219EQTIV;5200503001;30;Hotéis Campinas/Santos, 2 visitas;0;1000;0;0;0;0;0;0;0;1000;0;0
;2023;C0219EQTIV;5200503005;30;Fretado colaborador Adailson, alinhado com RH através de reembolso;473;473;473;473;473;473;473;473;473;473;473;473
;2023;C0219EQTIV;5200503005;31;Taxi - Uber / Transporte;200;300;300;600;600;600;600;500;500;500;500;500
;2023;C0304RJPLM;5200503001;30;Orçamento Viagens;127;127;127;127;127;126;126;126;126;126;126;126
;2023;C0304RJPLM;5200503005;30;Despesas com deslocamentos para reuniões externas;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300
;2023;C0304RJPLM;5200504019;30;Serviços emergenciais de portador;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0304EQINP;5200504002;30;Taxa anual para assessoria da SECOVI;0;0;0;0;0;0;0;0;3800;0;0;0
;2023;C0304RJDI1;5200208008;30;Colaboradora Cristiane Braga teve filho em nov/22;350;350;350;350;350;350;0;0;0;0;0;0
;2023;C0304RJDI1;5200503001;30;Orçamento Viagens;206;206;206;206;206;205;205;205;205;205;205;205
;2023;C0219EQTIV;5200503005;32;Viagem para as regionais;0;300;0;300;0;300;0;300;0;300;0;300
;2023;C0219EQTIV;5200504020;30;Sustentação Portal Cyrela/Living e Cia - SP/Campinas;5640;5640;5640;5640;5640;5640;5640;5640;5640;5640;5640;5640
;2023;C0219EQTIV;5200504020;31;Sustentação do "Mobi" Chat SP, Campinas, Santos e ABC;3820;3820;3820;3820;3820;3820;3820;3820;3820;3820;3820;3820
;2023;C0219EQTIV;5200504020;32;Sustentação e desenvolvimento Conexão Seller - 2 recursos;13915;13915;13915;13915;13915;13915;13915;13915;13915;13915;13915;13915
;2023;C0219EQTIV;5200504020;33;Licenças Office 365: autônomos 615 e 56 CLT;0;0;0;0;0;235400;0;0;0;0;0;0
;2023;C0219EQTIV;5200504020;34;Repositório de documentos;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697
;2023;C0219EQTIV;5200504020;35;Assinatura eletrônica de contrato + 55k referente ao contrato de envelopes adicionais (Rateio regionais);4475;4475;4475;4475;4475;4475;4475;4475;4475;4475;4475;4475
;2023;C0304RJDI1;5200503005;30;Aumento da equipe e necessidade de maiores deslocamentos;445;445;445;445;445;445;445;445;445;445;445;445
;2023;C0304RJDI1;5200504019;30;Fretes;5;5;5;5;5;5;5;5;5;5;5;5
;2023;C0304RJDI1;5200504020;30;pipefy da área;44;44;44;44;44;44;44;44;44;44;44;44
;2023;C0304RJDI1;5200504020;31;economapas;44;44;44;44;44;44;44;44;44;44;44;44
;2023;C0042SPOTT;5200503005;30;Reuniões e locomoção do time (retorno de equipamentos/atendimentos pontuais);400;400;400;400;400;400;400;400;400;400;400;400
;2023;C0042SPOTT;5200504002;30;Regularizações de IPTU / Protestos / Rastreamentos em cartório / Ferramenta Pipefy para gerenciamento de solicitações (7 usuários);8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
;2023;C0219SLRHV;5200208006;30;Fornecedor/Serviço: FIA / Palestras e Coach (pendente)\nObs: Fornecedor/Serviço: Fontes Diversas (pendente)\nObs: Fornecedor/Serviço: Varias fontes (pendente)\nObs: Brasil 885 sendo:\nRio 200 k / Sul 110 k / SP 1200k Total \nSP = FDC - Liderança Transformadora 200k / Transformação Digital 200k / Treinamento Supervisores 100k / Treinamento Corretores 150k / Treinamentos Backoffice 70k / 8 palestras de 30k (240k) / Coach 100k;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000;130000
;2023;C0219SLRHV;5200208008;30;Regionais;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000
;2023;C0219SLRHV;5200504012;30;São Paulo 400, Rio 200 e Sul 150;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000
;2023;C0042COAUD;5200502005;00;Materias graficos e impressões para obras e desenvolvimento de Gibis informativos para obras (temas como codigo de conduta e politicas);17500;0;0;0;0;0;17500;0;0;0;0;0
;2023;C0304RJTEC;5200502003;31;Link de internet para o Escritório Lead.;979;979;979;979;1028;1028;1028;1028;1028;1028;1028;1028
;2023;C0042SPOTT;5200504012;30;Realização de reuniões de fechamento com equipe (2x mês) e evento trimestral (reunião geral financeiro),;300;300;300;2800;300;300;2800;300;300;300;300;2800
;2023;C2546RSPRJ;5200503002;30;MATERIAL ESCRITORIO;35;35;35;35;35;35;35;35;35;35;35;35
;2023;C0304RJTEC;5200502003;30;Link de internet para o Escritório Lead.;952;952;952;952;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0304RJVPJ;5200502005;00;;42;42;42;42;42;42;42;42;42;42;42;42
;2023;C0042BLAES;5200502001;00;;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000
;2023;C0042BLAES;5200502007;00;;1000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COAES;5200505002;00;IPTU Imposto Predial Territorial Urbano;385930;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COAES;5200502007;00;BrSupply - Materiais de Higiene - R$ 5.000\nJesmond - Mat p Clientes/recepção - R$ 500\nMas Predial - Dedetização - R$ 500\nConforlab - Laudo Analise e Qualidade do Ar - R$ 450\nPersonal - Hig Estofados - R$ 1.750\nStudio - Essência/Odorizadores - R$ 700\nConforlab - Laudo Analise Qualidade da Água - R$ 510;8110;5850;5850;6800;5850;5850;6360;6360;5850;6300;5850;6350
;2023;C3099SPCRE;5200503005;30;Valores relacionados a visitas nos plantões.\nCusto com uber, taxi, 99, reembolso de KM e refeições;1000;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750
;2023;C3099SPCRE;5200504002;30;Custo com freelancer para atender a demanda de lançamentos, feirões e fechamentos.;2000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
;2023;C2546RSPRJ;5200503005;30;UBER EQUIPE;768;768;864;864;864;768;768;864;864;768;768;864
;2023;C2546RSPRJ;5200504012;30;1. Capacitação Projetistas\n2. Instalações Day\n3. Capacitação equipe\n4. Premiação de projetistas;500;1300;100;1300;0;500;0;0;100;0;0;4450
;2023;C2546RSPRJ;5200504019;30;864;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C2546RSPRJ;5200504020;30;AUTODOC PROJETOS;8299;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949
;2023;C2546RSPRJ;5200504020;31;CONSTRUFLOW;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650
;2023;C2546RSPRJ;5200504020;32;AUTODOC PROJETOS MELHORIAS;10000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COAES;5200501002;00;Ar Condicionado CPD - Serpentina - R$ 30.000\nAr Condicionado CPD - Complemento Reforço Térmico - R$ 60.000;90000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219EQRHS;5200502004;00;R$31,50 x 4 telegramas;140;140;140;140;140;140;140;140;140;140;140;140
;2023;C0304RJTEC;5200502003;32;Tronco de Telefonia para ligações de Fixo para Móvel;1098;1098;1098;1098;1098;1153;1153;1153;1153;1153;1153;1153
;2023;C0304RJTEC;5200502003;33;Link para conexão entre os serviços localizados no escritório de SP (SAP, JCO, Planilhas de Viabilidade e etc.);2995;2995;3145;3145;3145;3145;3145;3145;3145;3145;3145;3145
;2023;C0042SLAES;5200504008;00;;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600;1600
;2023;C0304RJTEC;5200502003;34;Pagamento de linhas destinadas ao uso de Modem de Internet para locais sem acesso à internet Cabeada.;337;337;337;337;337;337;337;337;337;337;337;337
;2023;C0304RJTEC;5200502003;35;Referente ao Pagamento de Linhas Móveis.;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906
;2023;C0304RJTEC;5200502003;36;Serviço de Telefonia na Nuvem para todos os ramais/linhas da RJZ Cyrela.;3280;3280;3444;3444;3444;3444;3444;3444;3444;3444;3444;3444
;2023;C0042SLAES;5200504010;00;;6600;600;600;600;600;600;600;600;600;600;600;600
;2023;C0304RJTEC;5200502003;37;Tronco de Telefonia para Ligações Fixo para Fixo.;1224;1224;1224;1224;1224;1285;1285;1285;1285;1285;1285;1285
;2023;C0304RJTEC;5200502003;38;Tronco de transbordo de Ligação Fixo para Móvel.;288;288;288;288;288;302;302;302;302;302;302;302
;2023;C0042BLAES;5200501003;00;;13500;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COAES;5200503009;00;Cadeiras - Staff - R$ 60.000;60000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042CODTE;5200503003;00;;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0042COAES;5200504021;00;Augusto Flores - Mnt Flores FLS - R$ 500\nAugusto Flores - Ped Coroa de Flores - R$ 2.000;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0042SPAES;5200502002;00;Sabesp - Água e Esgoto - Rateado via fatura condomínio;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250;3250
;2023;C0219EQRHS;5200410004;00;- 5 vídeos de produção para publicação em reels, igtv, stories de redes sociais.\n- 12 a 15 posts para utilização nas redes sociais da Seller\n- 1 campanha interna (como Copa Seller, Academia de Vendas...)\n- 1 cobertura de evento dentro da cidade de Porto Alegre\n+ 30 edições de cards comerciais (R$ 500);7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000
;2023;C0042SPAES;5200502007;00;BrSuply - Mat de Hig - R$ 5.000\nJesmond - Mat Salas Clientes e Dir - R$ 500\nMas Predial - dedetização - R$ 500\nConforlab - Laudo Ana Qual do Ar - R$ 900\nPersonal - Hig Estof - R$ 1.750\nStudio - Odorizadores - R$ 350\nConforlab - Laudo Ana e Qual de Água - R$ 510;8110;5850;5850;6800;5850;5850;6360;6360;5850;6300;5850;6350
;2023;C0304RJAPT;5200503016;00;;800;0;14000;0;2000;0;0;2000;0;0;0;0
;2023;C0304RJAPT;5200503008;00;;300;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219SLTIV;5200504020;30;Disparador de Email;9120;9120;9120;9120;9120;9120;9120;9120;9120;9120;9120;9120
;2023;C0219SLTIV;5200504020;31;Serviço de Disparo de E-mail Transacional 4 IPs para uso pelo Portal Cyrela,Living & Cia e Conexão Seller;450;450;450;450;450;450;450;450;450;450;450;450
;2023;C0219SLTIV;5200504020;32;Sustentação LGPD Conexão Seller e Portal Cia;2920;2920;2920;2920;2920;2920;2920;2920;2920;2920;2920;2920
;2023;C0219SLTIV;5200504020;33;Hospedagem Conexão Seller e Portal Cia;32540;32540;32540;32540;32540;32540;32540;32540;32540;32540;32540;32540
;2023;C0219SLTIV;5200504020;34;Hospedagem Mobi - Chat;7450;7450;7450;7450;7450;7450;7450;7450;7450;7450;7450;7450
;2023;C0304NEGLV;5200502005;00;;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0304NEGLV;5200503005;30;Uber e Taxi;251;251;251;251;251;251;251;251;251;251;251;251
;2023;C0219SLTIV;5200504020;35;Hospedagem/Server (CRM,Dmocs);2677;2677;2677;2677;2677;2677;2677;2677;2677;2677;2677;2677
;2023;C0219SLTIV;5200504020;36;Certificados de segurança\nconexaoseller.com.br/ - venc 23/06/2023\ncyrelaecia.com.br/ - venc 23/06/2023\ncbr.mobicrm.com.br/ - venc 16/12/2023\nsellerassociados.com.br/- venc 21/09/2023;0;924;0;0;1000;1450;0;0;924;0;0;725
;2023;C0219RSTIV;5200502003;30;TELEFONIA - 20 Linhas VIVO\nSMART EMPRESAS 5GB 6 linhas\nSMART EMPRESAS 0.5GB 14 linhas;633;633;633;633;633;633;633;633;633;633;633;633
;2023;C0219RSTIV;5200502003;31;Central para ligação em Telefone Movel VIVO 16 Linhas (Rateio pago em SP);552;552;552;552;552;552;552;552;552;552;552;552
;2023;C0042COJUB;5200502005;00;Impressões da CAJU nas obras e projetos do Jurídico;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
;2023;C0219RSTIV;5200502003;32;Telefonia FIxa;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030
;2023;C0219RSTIV;5200502003;33;Modelo: PYSIX - Oferta Ativa;3147;3147;3147;3619;3619;3619;3619;3619;3619;3619;3619;3619
