ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;fornecedor;obs_valor;aux
2023;C0304RJRHU;5200208008;31;Kit bebê - fofura - 80 unidade x 50;0;0;0;4000;0;0;0;0;0;0;0;0;Kit bebê - fofura;80 unidade x 50;Kit bebê - fofura - 80 unidade x 50
2023;C0304RJRHU;5200208008;32;Ação acolhimento - Coroa de flores e kit acolhimento colaborador;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;Ação acolhimento;Coroa de flores e kit acolhimento colaborador;Ação acolhimento - Coroa de flores e kit acolhimento colaborador
2023;C0304RJRHU;5200208008;33;RJZ Cyrela Life - Programa RJZ Cyrela life;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;RJZ Cyrela Life;Programa RJZ Cyrela life;RJZ Cyrela Life - Programa RJZ Cyrela life
2023;C0304RJRHU;5200208008;34;Feira de benefícios 2022 - Seguem os valores:\n\nR$ 1.000,00 - Auditório\nR$ 5.000,00 - Coffe\nR$ 2.000,00 - Cadeira Shiatsu\nR$ 2.000.00 - foto de imprimir\nR$ 1.000,00 - carrinho de pipoca\nR$ 1.000,00 - Mesas\nTotal de R$ 12.000,00;0;0;0;0;0;0;12000;0;0;0;0;0;Feira de benefícios 2022;Seguem os valores:\n\nR$ 1.000,00 - Auditório\nR$ 5.000,00 - Coffe\nR$ 2.000,00 - Cadeira Shiatsu\nR$ 2.000.00 - foto de imprimir\nR$ 1.000,00 - carrinho de pipoca\nR$ 1.000,00 - Mesas\nTotal de R$ 12.000,00;Feira de benefícios 2022 - Seguem os valores:\n\nR$ 1.000,00 - Auditório\nR$ 5.000,00 - Coffe\nR$ 2.000,00 - Cadeira Shiatsu\nR$ 2.000.00 - foto de imprimir\nR$ 1.000,00 - carrinho de pipoca\nR$ 1.000,00 - Mesas\nTotal de R$ 12.000,00
2023;C0600RSRHU;5200208008;30;Sesi/ Vacinar - Vacinas tetravalente H1N1;0;0;0;0;17000;0;0;0;0;0;0;0;Sesi/ Vacinar;Vacinas tetravalente H1N1;Sesi/ Vacinar - Vacinas tetravalente H1N1
2023;C0600RSRHU;5200208008;31;Quick Massage - Quick Massage;25000;0;0;0;0;0;0;0;0;0;0;0;Quick Massage;Quick Massage;Quick Massage - Quick Massage
2023;C0600RSRHU;5200208008;32;Grupo Funcional - Qualidade de vida;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;Grupo Funcional;Qualidade de vida;Grupo Funcional - Qualidade de vida
2023;C0600RSRHU;5200208008;33;Frutas nos escritórios - Qualidade de vida no escritório;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;Frutas nos escritórios;Qualidade de vida no escritório;Frutas nos escritórios - Qualidade de vida no escritório
2023;C0600RSRHU;5200208008;34;Checkup Diretores - Checkup Mãe De Deus, Life Check Ou Semelhante;0;0;0;0;8000;0;0;0;0;0;0;0;Checkup Diretores;Checkup Mãe De Deus, Life Check Ou Semelhante;Checkup Diretores - Checkup Mãe De Deus, Life Check Ou Semelhante
2023;C0600RSRHU;5200208008;35;Seara/sadia - Cesta De Natal Colaboradores;0;0;0;0;0;0;0;0;0;0;37000;0;Seara/sadia;Cesta De Natal Colaboradores;Seara/sadia - Cesta De Natal Colaboradores
2023;C0042COREB;5200208012;0;;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;;;
2023;C0042TESTE;5200208012;0;;0;0;0;0;0;0;0;1000;0;0;0;0;;;
2023;C3099SPREP;5200208013;0;Contratação de Coordenador de repasse com Politica por 12 meses.;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;;Contratação de Coordenador de repasse com Politica por 12 meses.;Contratação de Coordenador de repasse com Politica por 12 meses.
2023;C0042CORHU;5200209001;0;;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;;;
2023;C0217CORHU;5200209001;0;;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;;;
2023;C0217RJAPT;5200209001;0;;83200;58200;58290;58200;58200;58290;58200;58200;58290;58200;58200;58200;;;
2023;C0219CORHU;5200209001;0;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;;;
2023;C0219EQRHS;5200209001;0;Registro Contratos 200 x R$ 200,00 = R$ 30.000,00 + R$ 1.500,00 Tecnorisk + R$ 5.000,00 para produção de material para captação ou anúncio no Facebook + R$ 5.500,00 Mast + R$ 870 crachás (60un) + kit integração Seller: R$ 14.347 + Kit CLT R$ 1.000,00 (R$ 50,00 x 20p);5700;5700;5700;5700;5700;5700;5700;5700;5700;5700;5700;5700;;Registro Contratos 200 x R$ 200,00 = R$ 30.000,00 + R$ 1.500,00 Tecnorisk + R$ 5.000,00 para produção de material para captação ou anúncio no Facebook + R$ 5.500,00 Mast + R$ 870 crachás (60un) + kit integração Seller: R$ 14.347 + Kit CLT R$ 1.000,00 (R$ 50,00 x 20p);Registro Contratos 200 x R$ 200,00 = R$ 30.000,00 + R$ 1.500,00 Tecnorisk + R$ 5.000,00 para produção de material para captação ou anúncio no Facebook + R$ 5.500,00 Mast + R$ 870 crachás (60un) + kit integração Seller: R$ 14.347 + Kit CLT R$ 1.000,00 (R$ 50,00 x 20p)
2023;C0219EQRHV;5200209001;0;Admissional Crachas , Cordões e pesquisa Tecnorisk - contratação do Corretores;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;;Admissional Crachas , Cordões e pesquisa Tecnorisk - contratação do Corretores;Admissional Crachas , Cordões e pesquisa Tecnorisk - contratação do Corretores
2023;C0219RJRHU;5200209001;0;Impressora de Crachás: Crachá R$ 1.800,00 em Janeiro, Julho e Outubro. Cordinhas: R$ 1.300,00 (550 peças - 500 corretores e 50 CLT) em 2 meses - (Fev, Maio e Agosto). Cartão de Acesso: R$ 700,00 (100 peças) em Fev, Maio, Agos. Pesquisa Criminal (Luxor): R$ 930,00 mensal. Mastmed: R$ 200 mensal.  Registro corretores sindicovi - R$ 210.000 (Fev) R$ 350 x 600 corretores. 6 vídeos para instagram – R$ 30 mil Março;2930;212200;30930;1130;3130;1130;3130;3130;1130;3130;1130;1130;;Impressora de Crachás: Crachá R$ 1.800,00 em Janeiro, Julho e Outubro. Cordinhas: R$ 1.300,00 (550 peças - 500 corretores e 50 CLT) em 2 meses - (Fev, Maio e Agosto). Cartão de Acesso: R$ 700,00 (100 peças) em Fev, Maio, Agos. Pesquisa Criminal (Luxor): R$ 930,00 mensal. Mastmed: R$ 200 mensal.  Registro corretores sindicovi - R$ 210.000 (Fev) R$ 350 x 600 corretores. 6 vídeos para instagram – R$ 30 mil Março;Impressora de Crachás: Crachá R$ 1.800,00 em Janeiro, Julho e Outubro. Cordinhas: R$ 1.300,00 (550 peças - 500 corretores e 50 CLT) em 2 meses - (Fev, Maio e Agosto). Cartão de Acesso: R$ 700,00 (100 peças) em Fev, Maio, Agos. Pesquisa Criminal (Luxor): R$ 930,00 mensal. Mastmed: R$ 200 mensal.  Registro corretores sindicovi - R$ 210.000 (Fev) R$ 350 x 600 corretores. 6 vídeos para instagram – R$ 30 mil Março
2023;C0219SLVEN;5200209001;0;Lançar Mast + R$ 5.200 kit integração + R$ 420,00 crachás (60un);480;480;480;480;480;480;480;480;480;480;480;480;;Lançar Mast + R$ 5.200 kit integração + R$ 420,00 crachás (60un);Lançar Mast + R$ 5.200 kit integração + R$ 420,00 crachás (60un)
2023;C0221CORHU;5200209001;0;;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;30000;;;
2023;C0275CORHU;5200209001;0;;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;;;
2023;C0275RHUVH;5200209001;0;Cracha, cordões e Pesquisa Tecnorisk;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;;Cracha, cordões e Pesquisa Tecnorisk;Cracha, cordões e Pesquisa Tecnorisk
2023;C0304RJAPT;5200209001;0;;1991;1991;8495;1991;1991;1991;1991;1991;1991;1991;1991;1991;;;
2023;C2216CORHU;5200209001;0;;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;;;
2023;C3099CORHU;5200209001;0;;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;;;
2023;C3216CORHU;5200209001;0;;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;6000;;;
2023;C3228CORHU;5200209001;0;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;
2023;C0042COCOB;5200410004;0;Brindes de eventos;0;0;300;0;0;0;300;0;0;0;0;300;;Brindes de eventos;Brindes de eventos
2023;C0042COGCB;5200410004;0;Reuniões de Planejamento e acompanhamento de metas durante o ano ( gastos com palestras, conteúdo e organização );0;0;2500;0;0;2500;0;0;0;2500;0;0;;Reuniões de Planejamento e acompanhamento de metas durante o ano ( gastos com palestras, conteúdo e organização );Reuniões de Planejamento e acompanhamento de metas durante o ano ( gastos com palestras, conteúdo e organização )
2023;C0042COMON;5200410004;0;;33000;33000;33000;33000;33000;33000;33000;33000;33000;33000;33000;33000;;;
2023;C0042EQINL;5200410004;0;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;600;600;600;15600;600;600;600;600;15600;600;600;600;;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa
2023;C0042GEMKT;5200410004;0;Obs: \nFaturamento Google Cloud (E-business) - R$12.000/ano\nLicença Sem Rush: R$10.000/ano\nLicença Linktree: R$10.000/ano\nLicença Canva Pro: R$500/ano\nLicença QR Code: 2.760/ano\nLicencas diversas de sorteios: 80/mes = 960/ano\nEvento gerais: 30.000/ano;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500;;Obs: \nFaturamento Google Cloud (E-business) - R$12.000/ano\nLicença Sem Rush: R$10.000/ano\nLicença Linktree: R$10.000/ano\nLicença Canva Pro: R$500/ano\nLicença QR Code: 2.760/ano\nLicencas diversas de sorteios: 80/mes = 960/ano\nEvento gerais: 30.000/ano;Obs: \nFaturamento Google Cloud (E-business) - R$12.000/ano\nLicença Sem Rush: R$10.000/ano\nLicença Linktree: R$10.000/ano\nLicença Canva Pro: R$500/ano\nLicença QR Code: 2.760/ano\nLicencas diversas de sorteios: 80/mes = 960/ano\nEvento gerais: 30.000/ano
2023;C0042SOCMD;5200410004;0;Obs:\nLicença nova ferramenta = 100/mes/pessoa;200;200;200;200;200;200;200;200;200;200;200;200;;Obs:\nLicença nova ferramenta = 100/mes/pessoa;Obs:\nLicença nova ferramenta = 100/mes/pessoa
2023;C0042SPAGI;5200410004;0;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;1000;1000;1000;16000;1000;1000;1000;1000;16000;1000;1000;1000;;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa
2023;C0042SPMKC;5200410004;0;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;600;600;15600;600;600;600;600;600;15600;600;600;600;;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa
2023;C0042SPOTE;5200410004;0;Materiais identidade visual depto financeiro;0;0;300;0;0;0;300;0;0;300;0;0;;Materiais identidade visual depto financeiro;Materiais identidade visual depto financeiro
2023;C0042VZMKT;5200410004;0;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;500;500;500;15500;500;500;500;500;15500;500;500;500;;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa
2023;C0219EQRHS;5200410004;0;- 5 vídeos de produção para publicação em reels, igtv, stories de redes sociais.\n- 12 a 15 posts para utilização nas redes sociais da Seller\n- 1 campanha interna (como Copa Seller, Academia de Vendas...)\n- 1 cobertura de evento dentro da cidade de Porto Alegre\n+ 30 edições de cards comerciais (R$ 500);7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;;- 5 vídeos de produção para publicação em reels, igtv, stories de redes sociais.\n- 12 a 15 posts para utilização nas redes sociais da Seller\n- 1 campanha interna (como Copa Seller, Academia de Vendas...)\n- 1 cobertura de evento dentro da cidade de Porto Alegre\n+ 30 edições de cards comerciais (R$ 500);- 5 vídeos de produção para publicação em reels, igtv, stories de redes sociais.\n- 12 a 15 posts para utilização nas redes sociais da Seller\n- 1 campanha interna (como Copa Seller, Academia de Vendas...)\n- 1 cobertura de evento dentro da cidade de Porto Alegre\n+ 30 edições de cards comerciais (R$ 500)
2023;C0219EQRHV;5200410004;0;Blocos, caderno SELLER, Canetas, Garrafas, Cartão conquiste Indique um Amigo, massagens;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;;Blocos, caderno SELLER, Canetas, Garrafas, Cartão conquiste Indique um Amigo, massagens;Blocos, caderno SELLER, Canetas, Garrafas, Cartão conquiste Indique um Amigo, massagens
2023;C0219RJRHU;5200410004;0;Adesivação nova programação visual Seller (2 escritórios) - R$ 50 mil Fev. Contratação Agencia midia social (instagram Seller RJ). R$ 9 mil/mensal. Adesivação sino - R$ 15 mil em Março;9000;59000;24000;9000;9000;9000;9000;9000;9000;9000;9000;9000;;Adesivação nova programação visual Seller (2 escritórios) - R$ 50 mil Fev. Contratação Agencia midia social (instagram Seller RJ). R$ 9 mil/mensal. Adesivação sino - R$ 15 mil em Março;Adesivação nova programação visual Seller (2 escritórios) - R$ 50 mil Fev. Contratação Agencia midia social (instagram Seller RJ). R$ 9 mil/mensal. Adesivação sino - R$ 15 mil em Março
2023;C0219SLDVD;5200410004;0;Conecta: R$ 1294,00 por pessoa em Julho (R$ 22 mil) Total: 17 pessoas (5 Superintendentes, Marcel, 2 Gerentes comerciais, 1 E Busineess). Evento mkt digital - R$ 12.800 (4 pessoas - Aloisio, Priscila, Isabella e Matheus)\nCusto passagens e hospedagens associados nos eventos - R$ 2360 (custo Priscilla) + R$ 39.914,00 = R$ 42.274,00;0;0;0;0;0;0;76274;0;0;0;0;0;;Conecta: R$ 1294,00 por pessoa em Julho (R$ 22 mil) Total: 17 pessoas (5 Superintendentes, Marcel, 2 Gerentes comerciais, 1 E Busineess). Evento mkt digital - R$ 12.800 (4 pessoas - Aloisio, Priscila, Isabella e Matheus)\nCusto passagens e hospedagens associados nos eventos - R$ 2360 (custo Priscilla) + R$ 39.914,00 = R$ 42.274,00;Conecta: R$ 1294,00 por pessoa em Julho (R$ 22 mil) Total: 17 pessoas (5 Superintendentes, Marcel, 2 Gerentes comerciais, 1 E Busineess). Evento mkt digital - R$ 12.800 (4 pessoas - Aloisio, Priscila, Isabella e Matheus)\nCusto passagens e hospedagens associados nos eventos - R$ 2360 (custo Priscilla) + R$ 39.914,00 = R$ 42.274,00
2023;C0219SLRHV;5200410004;0;Brinde dia das maes : 35,00 por corretor total ( 17.5), Brinde dia dos 35,00 (17.5 )por corretor e dia do Corretor R$ 80,00 por pessoa 98k = 131k\nPagar\n Land Page 7k mes - 84 \nAssinatura CANVA - 500,00 ano;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;18000;;Brinde dia das maes : 35,00 por corretor total ( 17.5), Brinde dia dos 35,00 (17.5 )por corretor e dia do Corretor R$ 80,00 por pessoa 98k = 131k\nPagar\n Land Page 7k mes - 84 \nAssinatura CANVA - 500,00 ano;Brinde dia das maes : 35,00 por corretor total ( 17.5), Brinde dia dos 35,00 (17.5 )por corretor e dia do Corretor R$ 80,00 por pessoa 98k = 131k\nPagar\n Land Page 7k mes - 84 \nAssinatura CANVA - 500,00 ano
2023;C0219SPBUS;5200410004;0;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;700;700;700;15700;700;700;700;15700;700;700;700;700;;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa
2023;C0275RHUVH;5200410004;0;Brindes, dia das maes, pais e dia do corretor. Land page e anuncio patrocinado, brinde fim de ano !;30000;4000;4000;18700;4000;8700;20000;64000;18000;4000;4000;220000;;Brindes, dia das maes, pais e dia do corretor. Land page e anuncio patrocinado, brinde fim de ano !;Brindes, dia das maes, pais e dia do corretor. Land page e anuncio patrocinado, brinde fim de ano !
2023;C0304RJADF;5200410004;0;;3900;3900;3900;3900;3900;3900;3900;3900;3900;3900;3900;16500;;;
2023;C0304RJDAF;5200410004;0;;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375;;;
2023;C0304RJMKT;5200410004;0;;16666;16666;16666;16666;16666;16666;16666;16666;16666;16666;16666;16678;;;
2023;C0042COAES;5200501001;0;Aluguel Faria Lima R$ 218.595\nAluguel Regus Campinas R$ 2.800\nCondomínio Faria Lima R$ 41.810\nFundo de Contigência Faria Lima R$ 800;264355;264355;264355;264355;264355;264355;264355;290587;290587;290587;290587;290965;;Aluguel Faria Lima R$ 218.595\nAluguel Regus Campinas R$ 2.800\nCondomínio Faria Lima R$ 41.810\nFundo de Contigência Faria Lima R$ 800;Aluguel Faria Lima R$ 218.595\nAluguel Regus Campinas R$ 2.800\nCondomínio Faria Lima R$ 41.810\nFundo de Contigência Faria Lima R$ 800
2023;C0042ITAMB;5200501001;0;Geraci - Aluguel Rocio - R$ 130.900;116875;116875;116875;116875;116875;130900;130900;130900;130900;130900;130900;130900;;Geraci - Aluguel Rocio - R$ 130.900;Geraci - Aluguel Rocio - R$ 130.900
2023;C0042SLAES;5200501001;0;;15232;15232;15232;15232;15232;15232;15232;15232;15232;15232;15232;15232;;;
2023;C0042SPAES;5200501001;0;Aluguel FLS - R$ 218.595\nAluguel Campinas - R$ 2.800\nCondomínio FLS - R$ 41.810\nFundo de Contigência - R$ 800;264005;264005;264005;264005;264005;264005;264005;290237;290237;290577;290577;290577;;Aluguel FLS - R$ 218.595\nAluguel Campinas - R$ 2.800\nCondomínio FLS - R$ 41.810\nFundo de Contigência - R$ 800;Aluguel FLS - R$ 218.595\nAluguel Campinas - R$ 2.800\nCondomínio FLS - R$ 41.810\nFundo de Contigência - R$ 800
2023;C0219RJAES;5200501001;0;Condomínio da Seller no Londres: R$ 17.923,00 até Março e a partir de Abril com reajuste de 8% = R$ 19.357,00\nTaxa de Incêndio: R$ 1.273,00 em Março\nForo (O Lead possui unidades foreiras da União): R$ 13.180,00 em Maio;17923;17923;32376;19357;19357;19357;19357;19357;19357;19357;19357;19357;;Condomínio da Seller no Londres: R$ 17.923,00 até Março e a partir de Abril com reajuste de 8% = R$ 19.357,00\nTaxa de Incêndio: R$ 1.273,00 em Março\nForo (O Lead possui unidades foreiras da União): R$ 13.180,00 em Maio;Condomínio da Seller no Londres: R$ 17.923,00 até Março e a partir de Abril com reajuste de 8% = R$ 19.357,00\nTaxa de Incêndio: R$ 1.273,00 em Março\nForo (O Lead possui unidades foreiras da União): R$ 13.180,00 em Maio
